Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Day ,Hour of Request,Time Slot
4801,City,262,Cancelled,2016-07-14 16:59:11,NA,Thursday,16,Afternoon
5787,City,262,Cancelled,2016-07-15 08:30:20,NA,Friday,8,Morning
743,City,263,Cancelled,2016-07-11 15:37:00,NA,Monday,15,Afternoon
3704,Airport,263,Cancelled,2016-07-13 19:47:50,NA,Wednesday,19,Evening
485,City,264,Cancelled,2016-07-11 09:33:00,NA,Monday,9,Morning
647,City,264,Cancelled,2016-07-11 12:37:00,NA,Monday,12,Afternoon
1858,City,264,Cancelled,2016-07-12 09:54:00,NA,Tuesday,9,Morning
4755,City,264,Cancelled,2016-07-14 15:17:34,NA,Thursday,15,Afternoon
5769,City,264,Cancelled,2016-07-15 08:21:38,NA,Friday,8,Morning
2988,City,265,Cancelled,2016-07-13 07:09:54,NA,Wednesday,7,Morning
553,City,266,Cancelled,2016-07-11 10:09:00,NA,Monday,10,Morning
676,City,266,Cancelled,2016-07-11 13:23:00,NA,Monday,13,Afternoon
1516,City,266,Cancelled,2016-07-12 05:44:00,NA,Tuesday,5,Night
1763,City,266,Cancelled,2016-07-12 08:51:00,NA,Tuesday,8,Morning
4144,City,266,Cancelled,2016-07-14 04:50:45,NA,Thursday,4,Night
6541,Airport,266,Cancelled,2016-07-15 20:54:48,NA,Friday,20,Evening
147,City,267,Cancelled,2016-07-11 05:26:00,NA,Monday,5,Night
2881,City,267,Cancelled,2016-07-13 05:58:31,NA,Wednesday,5,Night
2964,City,267,Cancelled,2016-07-13 06:48:48,NA,Wednesday,6,Morning
4236,City,267,Cancelled,2016-07-14 05:53:18,NA,Thursday,5,Night
4447,City,267,Cancelled,2016-07-14 08:32:05,NA,Thursday,8,Morning
4579,Airport,267,Cancelled,2016-07-14 10:04:05,NA,Thursday,10,Morning
5720,City,267,Cancelled,2016-07-15 07:37:57,NA,Friday,7,Morning
5820,City,267,Cancelled,2016-07-15 08:50:10,NA,Friday,8,Morning
6487,Airport,267,Cancelled,2016-07-15 20:23:14,NA,Friday,20,Evening
120,City,268,Cancelled,2016-07-11 05:04:00,NA,Monday,5,Night
1560,City,268,Cancelled,2016-07-12 06:06:00,NA,Tuesday,6,Morning
4815,Airport,268,Cancelled,2016-07-14 17:18:23,NA,Thursday,17,Evening
166,City,269,Cancelled,2016-07-11 05:41:00,NA,Monday,5,Night
1655,Airport,269,Cancelled,2016-07-12 07:27:00,NA,Tuesday,7,Morning
1670,City,269,Cancelled,2016-07-12 07:36:00,NA,Tuesday,7,Morning
3026,City,269,Cancelled,2016-07-13 07:29:18,NA,Wednesday,7,Morning
3388,City,269,Cancelled,2016-07-13 14:36:39,NA,Wednesday,14,Afternoon
5809,City,269,Cancelled,2016-07-15 08:48:20,NA,Friday,8,Morning
6080,Airport,269,Cancelled,2016-07-15 14:17:28,NA,Friday,14,Afternoon
1545,Airport,270,Cancelled,2016-07-12 06:01:00,NA,Tuesday,6,Morning
3032,City,270,Cancelled,2016-07-13 07:33:57,NA,Wednesday,7,Morning
3156,City,270,Cancelled,2016-07-13 09:00:40,NA,Wednesday,9,Morning
4741,City,270,Cancelled,2016-07-14 14:52:18,NA,Thursday,14,Afternoon
5582,City,270,Cancelled,2016-07-15 05:52:11,NA,Friday,5,Night
5677,City,270,Cancelled,2016-07-15 07:06:05,NA,Friday,7,Morning
5989,Airport,270,Cancelled,2016-07-15 11:46:11,NA,Friday,11,Morning
417,City,271,Cancelled,2016-07-11 08:42:00,NA,Monday,8,Morning
1437,City,271,Cancelled,2016-07-12 04:42:00,NA,Tuesday,4,Night
3063,City,271,Cancelled,2016-07-13 07:55:16,NA,Wednesday,7,Morning
3100,City,271,Cancelled,2016-07-13 08:18:13,NA,Wednesday,8,Morning
3148,City,271,Cancelled,2016-07-13 09:02:46,NA,Wednesday,9,Morning
305,City,272,Cancelled,2016-07-11 07:17:00,NA,Monday,7,Morning
1511,City,272,Cancelled,2016-07-12 05:40:00,NA,Tuesday,5,Night
2830,City,272,Cancelled,2016-07-13 05:19:51,NA,Wednesday,5,Night
2938,City,272,Cancelled,2016-07-13 06:33:04,NA,Wednesday,6,Morning
346,City,273,Cancelled,2016-07-11 07:54:00,NA,Monday,7,Morning
1684,City,274,Cancelled,2016-07-12 07:50:00,NA,Tuesday,7,Morning
3027,City,274,Cancelled,2016-07-13 07:26:36,NA,Wednesday,7,Morning
3017,Airport,274,Cancelled,2016-07-13 07:29:44,NA,Wednesday,7,Morning
4926,Airport,274,Cancelled,2016-07-14 18:20:41,NA,Thursday,18,Evening
2222,City,275,Cancelled,2016-07-12 18:03:00,NA,Tuesday,18,Evening
2237,City,275,Cancelled,2016-07-12 18:19:00,NA,Tuesday,18,Evening
4207,City,275,Cancelled,2016-07-14 05:30:56,NA,Thursday,5,Night
4223,City,275,Cancelled,2016-07-14 05:46:02,NA,Thursday,5,Night
4452,City,275,Cancelled,2016-07-14 08:34:36,NA,Thursday,8,Morning
5632,City,275,Cancelled,2016-07-15 06:35:32,NA,Friday,6,Morning
5879,City,275,Cancelled,2016-07-15 09:27:08,NA,Friday,9,Morning
395,City,276,Cancelled,2016-07-11 08:32:00,NA,Monday,8,Morning
495,City,276,Cancelled,2016-07-11 09:37:00,NA,Monday,9,Morning
1228,City,276,Cancelled,2016-07-11 21:37:00,NA,Monday,21,Night
1481,City,277,Cancelled,2016-07-12 05:24:00,NA,Tuesday,5,Night
1616,City,277,Cancelled,2016-07-12 06:54:00,NA,Tuesday,6,Morning
1627,City,277,Cancelled,2016-07-12 07:02:00,NA,Tuesday,7,Morning
1726,City,277,Cancelled,2016-07-12 08:25:00,NA,Tuesday,8,Morning
2789,City,277,Cancelled,2016-07-13 04:50:46,NA,Wednesday,4,Night
3552,Airport,277,Cancelled,2016-07-13 18:01:34,NA,Wednesday,18,Evening
4130,City,277,Cancelled,2016-07-14 04:41:54,NA,Thursday,4,Night
294,City,278,Cancelled,2016-07-11 07:12:00,NA,Monday,7,Morning
315,City,278,Cancelled,2016-07-11 07:34:00,NA,Monday,7,Morning
1718,City,278,Cancelled,2016-07-12 08:14:00,NA,Tuesday,8,Morning
2122,City,278,Cancelled,2016-07-12 16:50:00,NA,Tuesday,16,Afternoon
2387,City,278,Cancelled,2016-07-12 19:46:00,NA,Tuesday,19,Evening
140,City,279,Cancelled,2016-07-11 05:17:00,NA,Monday,5,Night
505,City,279,Cancelled,2016-07-11 09:44:00,NA,Monday,9,Morning
2950,City,279,Cancelled,2016-07-13 06:40:30,NA,Wednesday,6,Morning
5800,City,279,Cancelled,2016-07-15 08:44:20,NA,Friday,8,Morning
1877,City,280,Cancelled,2016-07-12 10:03:00,NA,Tuesday,10,Morning
3437,City,280,Cancelled,2016-07-13 16:10:20,NA,Wednesday,16,Afternoon
3820,Airport,280,Cancelled,2016-07-13 21:07:32,NA,Wednesday,21,Night
5076,City,280,Cancelled,2016-07-14 19:38:01,NA,Thursday,19,Evening
5660,City,280,Cancelled,2016-07-15 07:02:00,NA,Friday,7,Morning
6242,Airport,280,Cancelled,2016-07-15 17:55:10,NA,Friday,17,Evening
6321,Airport,280,Cancelled,2016-07-15 18:37:53,NA,Friday,18,Evening
3086,City,281,Cancelled,2016-07-13 08:12:18,NA,Wednesday,8,Morning
4538,City,281,Cancelled,2016-07-14 09:38:03,NA,Thursday,9,Morning
1233,Airport,282,Cancelled,2016-07-11 21:38:00,NA,Monday,21,Night
1883,City,282,Cancelled,2016-07-12 10:06:00,NA,Tuesday,10,Morning
3233,City,282,Cancelled,2016-07-13 10:01:44,NA,Wednesday,10,Morning
3237,City,282,Cancelled,2016-07-13 10:06:32,NA,Wednesday,10,Morning
3577,Airport,282,Cancelled,2016-07-13 18:24:15,NA,Wednesday,18,Evening
219,City,283,Cancelled,2016-07-11 06:15:00,NA,Monday,6,Morning
493,City,283,Cancelled,2016-07-11 09:30:00,NA,Monday,9,Morning
1575,City,283,Cancelled,2016-07-12 06:23:00,NA,Tuesday,6,Morning
5631,City,283,Cancelled,2016-07-15 06:36:14,NA,Friday,6,Morning
109,City,284,Cancelled,2016-07-11 05:01:00,NA,Monday,5,Night
299,City,284,Cancelled,2016-07-11 07:13:00,NA,Monday,7,Morning
347,City,284,Cancelled,2016-07-11 07:51:00,NA,Monday,7,Morning
538,City,284,Cancelled,2016-07-11 10:00:00,NA,Monday,10,Morning
3250,City,284,Cancelled,2016-07-13 10:09:28,NA,Wednesday,10,Morning
3983,City,284,Cancelled,2016-07-13 23:19:23,NA,Wednesday,23,Night
2948,City,285,Cancelled,2016-07-13 06:39:27,NA,Wednesday,6,Morning
2982,City,285,Cancelled,2016-07-13 07:04:21,NA,Wednesday,7,Morning
3055,City,285,Cancelled,2016-07-13 07:48:58,NA,Wednesday,7,Morning
3759,City,285,Cancelled,2016-07-13 20:34:32,NA,Wednesday,20,Evening
4389,City,285,Cancelled,2016-07-14 07:56:57,NA,Thursday,7,Morning
5949,City,285,Cancelled,2016-07-15 10:30:58,NA,Friday,10,Morning
441,City,286,Cancelled,2016-07-11 09:05:00,NA,Monday,9,Morning
1109,City,286,Cancelled,2016-07-11 20:23:00,NA,Monday,20,Evening
1693,Airport,286,Cancelled,2016-07-12 07:50:00,NA,Tuesday,7,Morning
3198,City,286,Cancelled,2016-07-13 09:39:19,NA,Wednesday,9,Morning
4507,City,286,Cancelled,2016-07-14 09:09:57,NA,Thursday,9,Morning
6058,City,286,Cancelled,2016-07-15 13:47:11,NA,Friday,13,Afternoon
1630,City,287,Cancelled,2016-07-12 07:03:00,NA,Tuesday,7,Morning
3451,Airport,287,Cancelled,2016-07-13 16:53:56,NA,Wednesday,16,Afternoon
3839,Airport,287,Cancelled,2016-07-13 21:28:41,NA,Wednesday,21,Night
4258,City,287,Cancelled,2016-07-14 06:12:03,NA,Thursday,6,Morning
4677,Airport,287,Cancelled,2016-07-14 12:45:00,NA,Thursday,12,Afternoon
5603,City,287,Cancelled,2016-07-15 06:08:31,NA,Friday,6,Morning
186,City,288,Cancelled,2016-07-11 05:48:00,NA,Monday,5,Night
2094,Airport,288,Cancelled,2016-07-12 15:51:00,NA,Tuesday,15,Afternoon
4354,City,288,Cancelled,2016-07-14 07:26:35,NA,Thursday,7,Morning
340,City,289,Cancelled,2016-07-11 07:51:00,NA,Monday,7,Morning
5499,City,289,Cancelled,2016-07-15 05:07:17,NA,Friday,5,Night
151,City,290,Cancelled,2016-07-11 05:27:00,NA,Monday,5,Night
316,City,290,Cancelled,2016-07-11 07:26:00,NA,Monday,7,Morning
561,City,290,Cancelled,2016-07-11 10:10:00,NA,Monday,10,Morning
1582,City,290,Cancelled,2016-07-12 06:23:00,NA,Tuesday,6,Morning
1871,City,290,Cancelled,2016-07-12 10:04:00,NA,Tuesday,10,Morning
4213,City,290,Cancelled,2016-07-14 05:39:02,NA,Thursday,5,Night
5801,City,290,Cancelled,2016-07-15 08:40:03,NA,Friday,8,Morning
144,City,291,Cancelled,2016-07-11 05:24:00,NA,Monday,5,Night
1383,City,291,Cancelled,2016-07-12 01:12:00,NA,Tuesday,1,Night
3216,City,291,Cancelled,2016-07-13 09:50:23,NA,Wednesday,9,Morning
184,City,292,Cancelled,2016-07-11 05:49:00,NA,Monday,5,Night
4435,City,292,Cancelled,2016-07-14 08:25:24,NA,Thursday,8,Morning
5623,City,292,Cancelled,2016-07-15 06:27:46,NA,Friday,6,Morning
2837,City,293,Cancelled,2016-07-13 05:19:53,NA,Wednesday,5,Night
5812,City,293,Cancelled,2016-07-15 08:44:40,NA,Friday,8,Morning
407,City,294,Cancelled,2016-07-11 08:33:00,NA,Monday,8,Morning
486,City,294,Cancelled,2016-07-11 09:29:00,NA,Monday,9,Morning
4489,City,294,Cancelled,2016-07-14 08:53:51,NA,Thursday,8,Morning
1251,City,295,Cancelled,2016-07-11 21:47:00,NA,Monday,21,Night
2875,City,295,Cancelled,2016-07-13 05:54:23,NA,Wednesday,5,Night
3104,City,295,Cancelled,2016-07-13 08:25:16,NA,Wednesday,8,Morning
3909,City,295,Cancelled,2016-07-13 22:13:42,NA,Wednesday,22,Night
4338,City,295,Cancelled,2016-07-14 07:20:59,NA,Thursday,7,Morning
4479,City,295,Cancelled,2016-07-14 08:41:51,NA,Thursday,8,Morning
3187,City,296,Cancelled,2016-07-13 09:31:32,NA,Wednesday,9,Morning
4251,City,296,Cancelled,2016-07-14 05:55:36,NA,Thursday,5,Night
5514,City,296,Cancelled,2016-07-15 05:08:25,NA,Friday,5,Night
5690,City,296,Cancelled,2016-07-15 07:20:54,NA,Friday,7,Morning
295,Airport,297,Cancelled,2016-07-11 07:10:00,NA,Monday,7,Morning
1487,City,297,Cancelled,2016-07-12 05:23:00,NA,Tuesday,5,Night
5515,City,297,Cancelled,2016-07-15 05:13:03,NA,Friday,5,Night
5535,City,297,Cancelled,2016-07-15 05:19:48,NA,Friday,5,Night
284,City,298,Cancelled,2016-07-11 07:05:00,NA,Monday,7,Morning
2966,City,298,Cancelled,2016-07-13 06:54:13,NA,Wednesday,6,Morning
3120,City,298,Cancelled,2016-07-13 08:32:08,NA,Wednesday,8,Morning
4552,City,298,Cancelled,2016-07-14 09:40:33,NA,Thursday,9,Morning
758,City,299,Cancelled,2016-07-11 16:06:00,NA,Monday,16,Afternoon
1641,City,299,Cancelled,2016-07-12 07:20:00,NA,Tuesday,7,Morning
4158,City,299,Cancelled,2016-07-14 05:03:10,NA,Thursday,5,Night
4164,City,299,Cancelled,2016-07-14 05:06:40,NA,Thursday,5,Night
4448,City,299,Cancelled,2016-07-14 08:30:59,NA,Thursday,8,Morning
4225,City,300,Cancelled,2016-07-14 05:46:06,NA,Thursday,5,Night
1362,City,NA,No Cars Available,2016-07-11 00:02:00,NA,Monday,0,Night
1364,City,NA,No Cars Available,2016-07-11 00:06:00,NA,Monday,0,Night
1366,City,NA,No Cars Available,2016-07-11 00:09:00,NA,Monday,0,Night
2,Airport,NA,No Cars Available,2016-07-11 00:23:00,NA,Monday,0,Night
7,Airport,NA,No Cars Available,2016-07-11 00:30:00,NA,Monday,0,Night
6,City,NA,No Cars Available,2016-07-11 00:36:00,NA,Monday,0,Night
4,City,NA,No Cars Available,2016-07-11 00:37:00,NA,Monday,0,Night
8,City,NA,No Cars Available,2016-07-11 00:40:00,NA,Monday,0,Night
12,City,NA,No Cars Available,2016-07-11 01:08:00,NA,Monday,1,Night
16,Airport,NA,No Cars Available,2016-07-11 01:09:00,NA,Monday,1,Night
14,Airport,NA,No Cars Available,2016-07-11 01:10:00,NA,Monday,1,Night
19,City,NA,No Cars Available,2016-07-11 01:14:00,NA,Monday,1,Night
15,City,NA,No Cars Available,2016-07-11 01:15:00,NA,Monday,1,Night
17,Airport,NA,No Cars Available,2016-07-11 01:16:00,NA,Monday,1,Night
20,Airport,NA,No Cars Available,2016-07-11 01:23:00,NA,Monday,1,Night
23,City,NA,No Cars Available,2016-07-11 01:38:00,NA,Monday,1,Night
22,Airport,NA,No Cars Available,2016-07-11 01:40:00,NA,Monday,1,Night
25,Airport,NA,No Cars Available,2016-07-11 01:45:00,NA,Monday,1,Night
24,Airport,NA,No Cars Available,2016-07-11 01:48:00,NA,Monday,1,Night
27,Airport,NA,No Cars Available,2016-07-11 01:49:00,NA,Monday,1,Night
26,Airport,NA,No Cars Available,2016-07-11 01:49:00,NA,Monday,1,Night
29,City,NA,No Cars Available,2016-07-11 01:55:00,NA,Monday,1,Night
28,City,NA,No Cars Available,2016-07-11 02:02:00,NA,Monday,2,Night
31,City,NA,No Cars Available,2016-07-11 02:10:00,NA,Monday,2,Night
32,Airport,NA,No Cars Available,2016-07-11 02:15:00,NA,Monday,2,Night
36,City,NA,No Cars Available,2016-07-11 02:33:00,NA,Monday,2,Night
37,Airport,NA,No Cars Available,2016-07-11 02:34:00,NA,Monday,2,Night
38,City,NA,No Cars Available,2016-07-11 02:39:00,NA,Monday,2,Night
40,Airport,NA,No Cars Available,2016-07-11 02:42:00,NA,Monday,2,Night
39,Airport,NA,No Cars Available,2016-07-11 02:48:00,NA,Monday,2,Night
42,Airport,NA,No Cars Available,2016-07-11 02:55:00,NA,Monday,2,Night
43,City,NA,No Cars Available,2016-07-11 03:06:00,NA,Monday,3,Night
44,Airport,NA,No Cars Available,2016-07-11 03:07:00,NA,Monday,3,Night
46,Airport,NA,No Cars Available,2016-07-11 03:16:00,NA,Monday,3,Night
49,Airport,NA,No Cars Available,2016-07-11 03:29:00,NA,Monday,3,Night
52,City,NA,No Cars Available,2016-07-11 03:30:00,NA,Monday,3,Night
54,City,NA,No Cars Available,2016-07-11 03:34:00,NA,Monday,3,Night
55,Airport,NA,No Cars Available,2016-07-11 03:41:00,NA,Monday,3,Night
57,City,NA,No Cars Available,2016-07-11 03:52:00,NA,Monday,3,Night
59,City,NA,No Cars Available,2016-07-11 03:58:00,NA,Monday,3,Night
56,City,NA,No Cars Available,2016-07-11 03:58:00,NA,Monday,3,Night
58,Airport,NA,No Cars Available,2016-07-11 04:03:00,NA,Monday,4,Night
61,Airport,NA,No Cars Available,2016-07-11 04:05:00,NA,Monday,4,Night
62,Airport,NA,No Cars Available,2016-07-11 04:10:00,NA,Monday,4,Night
63,Airport,NA,No Cars Available,2016-07-11 04:17:00,NA,Monday,4,Night
65,Airport,NA,No Cars Available,2016-07-11 04:23:00,NA,Monday,4,Night
67,Airport,NA,No Cars Available,2016-07-11 04:24:00,NA,Monday,4,Night
69,Airport,NA,No Cars Available,2016-07-11 04:27:00,NA,Monday,4,Night
68,Airport,NA,No Cars Available,2016-07-11 04:27:00,NA,Monday,4,Night
72,City,NA,No Cars Available,2016-07-11 04:36:00,NA,Monday,4,Night
73,Airport,NA,No Cars Available,2016-07-11 04:36:00,NA,Monday,4,Night
71,City,NA,No Cars Available,2016-07-11 04:37:00,NA,Monday,4,Night
75,Airport,NA,No Cars Available,2016-07-11 04:40:00,NA,Monday,4,Night
79,City,NA,No Cars Available,2016-07-11 04:43:00,NA,Monday,4,Night
83,City,NA,No Cars Available,2016-07-11 04:44:00,NA,Monday,4,Night
78,City,NA,No Cars Available,2016-07-11 04:45:00,NA,Monday,4,Night
104,City,NA,No Cars Available,2016-07-11 05:00:00,NA,Monday,5,Night
103,City,NA,No Cars Available,2016-07-11 05:02:00,NA,Monday,5,Night
131,City,NA,No Cars Available,2016-07-11 05:10:00,NA,Monday,5,Night
124,City,NA,No Cars Available,2016-07-11 05:12:00,NA,Monday,5,Night
117,City,NA,No Cars Available,2016-07-11 05:13:00,NA,Monday,5,Night
137,City,NA,No Cars Available,2016-07-11 05:17:00,NA,Monday,5,Night
136,City,NA,No Cars Available,2016-07-11 05:19:00,NA,Monday,5,Night
135,City,NA,No Cars Available,2016-07-11 05:20:00,NA,Monday,5,Night
138,City,NA,No Cars Available,2016-07-11 05:20:00,NA,Monday,5,Night
154,City,NA,No Cars Available,2016-07-11 05:31:00,NA,Monday,5,Night
153,City,NA,No Cars Available,2016-07-11 05:33:00,NA,Monday,5,Night
171,City,NA,No Cars Available,2016-07-11 05:39:00,NA,Monday,5,Night
167,City,NA,No Cars Available,2016-07-11 05:40:00,NA,Monday,5,Night
159,City,NA,No Cars Available,2016-07-11 05:43:00,NA,Monday,5,Night
178,City,NA,No Cars Available,2016-07-11 05:47:00,NA,Monday,5,Night
179,City,NA,No Cars Available,2016-07-11 05:49:00,NA,Monday,5,Night
190,City,NA,No Cars Available,2016-07-11 05:53:00,NA,Monday,5,Night
189,City,NA,No Cars Available,2016-07-11 05:58:00,NA,Monday,5,Night
208,Airport,NA,No Cars Available,2016-07-11 06:05:00,NA,Monday,6,Morning
194,City,NA,No Cars Available,2016-07-11 06:05:00,NA,Monday,6,Morning
207,City,NA,No Cars Available,2016-07-11 06:06:00,NA,Monday,6,Morning
199,City,NA,No Cars Available,2016-07-11 06:07:00,NA,Monday,6,Morning
203,City,NA,No Cars Available,2016-07-11 06:07:00,NA,Monday,6,Morning
221,City,NA,No Cars Available,2016-07-11 06:16:00,NA,Monday,6,Morning
226,City,NA,No Cars Available,2016-07-11 06:21:00,NA,Monday,6,Morning
228,City,NA,No Cars Available,2016-07-11 06:24:00,NA,Monday,6,Morning
231,City,NA,No Cars Available,2016-07-11 06:26:00,NA,Monday,6,Morning
230,City,NA,No Cars Available,2016-07-11 06:27:00,NA,Monday,6,Morning
254,City,NA,No Cars Available,2016-07-11 06:40:00,NA,Monday,6,Morning
263,City,NA,No Cars Available,2016-07-11 06:44:00,NA,Monday,6,Morning
255,City,NA,No Cars Available,2016-07-11 06:44:00,NA,Monday,6,Morning
259,City,NA,No Cars Available,2016-07-11 06:46:00,NA,Monday,6,Morning
266,City,NA,No Cars Available,2016-07-11 06:47:00,NA,Monday,6,Morning
274,City,NA,No Cars Available,2016-07-11 06:50:00,NA,Monday,6,Morning
272,City,NA,No Cars Available,2016-07-11 06:50:00,NA,Monday,6,Morning
287,City,NA,No Cars Available,2016-07-11 07:05:00,NA,Monday,7,Morning
288,City,NA,No Cars Available,2016-07-11 07:05:00,NA,Monday,7,Morning
300,City,NA,No Cars Available,2016-07-11 07:13:00,NA,Monday,7,Morning
331,City,NA,No Cars Available,2016-07-11 07:47:00,NA,Monday,7,Morning
337,City,NA,No Cars Available,2016-07-11 07:50:00,NA,Monday,7,Morning
342,City,NA,No Cars Available,2016-07-11 07:51:00,NA,Monday,7,Morning
349,City,NA,No Cars Available,2016-07-11 07:51:00,NA,Monday,7,Morning
344,City,NA,No Cars Available,2016-07-11 07:52:00,NA,Monday,7,Morning
348,City,NA,No Cars Available,2016-07-11 07:54:00,NA,Monday,7,Morning
359,City,NA,No Cars Available,2016-07-11 07:58:00,NA,Monday,7,Morning
367,City,NA,No Cars Available,2016-07-11 08:03:00,NA,Monday,8,Morning
356,City,NA,No Cars Available,2016-07-11 08:03:00,NA,Monday,8,Morning
369,City,NA,No Cars Available,2016-07-11 08:04:00,NA,Monday,8,Morning
364,City,NA,No Cars Available,2016-07-11 08:05:00,NA,Monday,8,Morning
372,City,NA,No Cars Available,2016-07-11 08:07:00,NA,Monday,8,Morning
365,City,NA,No Cars Available,2016-07-11 08:07:00,NA,Monday,8,Morning
390,City,NA,No Cars Available,2016-07-11 08:17:00,NA,Monday,8,Morning
388,City,NA,No Cars Available,2016-07-11 08:21:00,NA,Monday,8,Morning
385,City,NA,No Cars Available,2016-07-11 08:21:00,NA,Monday,8,Morning
396,City,NA,No Cars Available,2016-07-11 08:29:00,NA,Monday,8,Morning
413,City,NA,No Cars Available,2016-07-11 08:37:00,NA,Monday,8,Morning
408,City,NA,No Cars Available,2016-07-11 08:37:00,NA,Monday,8,Morning
416,City,NA,No Cars Available,2016-07-11 08:39:00,NA,Monday,8,Morning
435,City,NA,No Cars Available,2016-07-11 08:55:00,NA,Monday,8,Morning
440,City,NA,No Cars Available,2016-07-11 09:08:00,NA,Monday,9,Morning
434,City,NA,No Cars Available,2016-07-11 09:09:00,NA,Monday,9,Morning
456,City,NA,No Cars Available,2016-07-11 09:13:00,NA,Monday,9,Morning
453,City,NA,No Cars Available,2016-07-11 09:13:00,NA,Monday,9,Morning
442,City,NA,No Cars Available,2016-07-11 09:15:00,NA,Monday,9,Morning
478,City,NA,No Cars Available,2016-07-11 09:16:00,NA,Monday,9,Morning
452,City,NA,No Cars Available,2016-07-11 09:16:00,NA,Monday,9,Morning
460,City,NA,No Cars Available,2016-07-11 09:21:00,NA,Monday,9,Morning
473,Airport,NA,No Cars Available,2016-07-11 09:22:00,NA,Monday,9,Morning
472,City,NA,No Cars Available,2016-07-11 09:25:00,NA,Monday,9,Morning
496,City,NA,No Cars Available,2016-07-11 09:29:00,NA,Monday,9,Morning
487,City,NA,No Cars Available,2016-07-11 09:31:00,NA,Monday,9,Morning
498,City,NA,No Cars Available,2016-07-11 09:35:00,NA,Monday,9,Morning
503,City,NA,No Cars Available,2016-07-11 09:37:00,NA,Monday,9,Morning
502,City,NA,No Cars Available,2016-07-11 09:40:00,NA,Monday,9,Morning
509,City,NA,No Cars Available,2016-07-11 09:42:00,NA,Monday,9,Morning
506,City,NA,No Cars Available,2016-07-11 09:43:00,NA,Monday,9,Morning
522,City,NA,No Cars Available,2016-07-11 09:48:00,NA,Monday,9,Morning
516,City,NA,No Cars Available,2016-07-11 09:49:00,NA,Monday,9,Morning
524,City,NA,No Cars Available,2016-07-11 09:50:00,NA,Monday,9,Morning
527,City,NA,No Cars Available,2016-07-11 09:52:00,NA,Monday,9,Morning
530,City,NA,No Cars Available,2016-07-11 09:57:00,NA,Monday,9,Morning
539,City,NA,No Cars Available,2016-07-11 09:59:00,NA,Monday,9,Morning
541,City,NA,No Cars Available,2016-07-11 10:03:00,NA,Monday,10,Morning
548,City,NA,No Cars Available,2016-07-11 10:04:00,NA,Monday,10,Morning
563,Airport,NA,No Cars Available,2016-07-11 10:17:00,NA,Monday,10,Morning
562,Airport,NA,No Cars Available,2016-07-11 10:18:00,NA,Monday,10,Morning
566,City,NA,No Cars Available,2016-07-11 10:20:00,NA,Monday,10,Morning
567,Airport,NA,No Cars Available,2016-07-11 10:21:00,NA,Monday,10,Morning
576,City,NA,No Cars Available,2016-07-11 10:58:00,NA,Monday,10,Morning
581,Airport,NA,No Cars Available,2016-07-11 11:00:00,NA,Monday,11,Morning
587,City,NA,No Cars Available,2016-07-11 11:17:00,NA,Monday,11,Morning
593,City,NA,No Cars Available,2016-07-11 11:22:00,NA,Monday,11,Morning
594,Airport,NA,No Cars Available,2016-07-11 11:31:00,NA,Monday,11,Morning
601,City,NA,No Cars Available,2016-07-11 11:40:00,NA,Monday,11,Morning
606,City,NA,No Cars Available,2016-07-11 11:42:00,NA,Monday,11,Morning
611,Airport,NA,No Cars Available,2016-07-11 11:53:00,NA,Monday,11,Morning
613,City,NA,No Cars Available,2016-07-11 11:56:00,NA,Monday,11,Morning
617,Airport,NA,No Cars Available,2016-07-11 11:57:00,NA,Monday,11,Morning
624,City,NA,No Cars Available,2016-07-11 12:06:00,NA,Monday,12,Afternoon
633,City,NA,No Cars Available,2016-07-11 12:26:00,NA,Monday,12,Afternoon
646,Airport,NA,No Cars Available,2016-07-11 12:37:00,NA,Monday,12,Afternoon
654,Airport,NA,No Cars Available,2016-07-11 12:45:00,NA,Monday,12,Afternoon
655,City,NA,No Cars Available,2016-07-11 12:53:00,NA,Monday,12,Afternoon
658,City,NA,No Cars Available,2016-07-11 12:54:00,NA,Monday,12,Afternoon
659,City,NA,No Cars Available,2016-07-11 12:55:00,NA,Monday,12,Afternoon
667,City,NA,No Cars Available,2016-07-11 13:01:00,NA,Monday,13,Afternoon
665,Airport,NA,No Cars Available,2016-07-11 13:04:00,NA,Monday,13,Afternoon
668,City,NA,No Cars Available,2016-07-11 13:06:00,NA,Monday,13,Afternoon
674,City,NA,No Cars Available,2016-07-11 13:15:00,NA,Monday,13,Afternoon
670,Airport,NA,No Cars Available,2016-07-11 13:18:00,NA,Monday,13,Afternoon
673,Airport,NA,No Cars Available,2016-07-11 13:24:00,NA,Monday,13,Afternoon
678,Airport,NA,No Cars Available,2016-07-11 13:33:00,NA,Monday,13,Afternoon
690,Airport,NA,No Cars Available,2016-07-11 13:41:00,NA,Monday,13,Afternoon
685,City,NA,No Cars Available,2016-07-11 13:43:00,NA,Monday,13,Afternoon
691,City,NA,No Cars Available,2016-07-11 13:46:00,NA,Monday,13,Afternoon
695,City,NA,No Cars Available,2016-07-11 13:54:00,NA,Monday,13,Afternoon
696,City,NA,No Cars Available,2016-07-11 14:01:00,NA,Monday,14,Afternoon
705,Airport,NA,No Cars Available,2016-07-11 14:12:00,NA,Monday,14,Afternoon
713,City,NA,No Cars Available,2016-07-11 14:41:00,NA,Monday,14,Afternoon
716,City,NA,No Cars Available,2016-07-11 14:52:00,NA,Monday,14,Afternoon
